Product ID,Category ,Sub-Category
PROD012791,Furniture,Tables
PROD012792,Household Items,Detergents
PROD012793,Furniture,Chairs
PROD012794,Electric Appliances,Microwaves
PROD012795,Furniture,Sofas
PROD012796,Electric Appliances,Fans
PROD012797,Dairy Products,Yogurt
PROD012798,Furniture,Chairs
PROD012799,Sessional Fruits & Vegetables,Tomatoes
PROD012800,Household Items,Utensils
PROD012801,Sessional Fruits & Vegetables,Mangoes
PROD012802,Dairy Products,Butter
PROD012803,Fast Food,Burgers
PROD012804,Dairy Products,Cheese
PROD012805,Dairy Products,Cheese
PROD012806,Furniture,Chairs
PROD012807,Fast Food,Burgers
PROD012808,Fast Food,Sandwiches
PROD012809,Furniture,Chairs
PROD012810,Household Items,Utensils
PROD012811,Fast Food,Sandwiches
PROD012812,Furniture,Sofas
PROD012813,Household Items,Utensils
PROD012814,Dairy Products,Yogurt
PROD012815,Fast Food,Fries
PROD012816,Household Items,Utensils
PROD012817,Household Items,Detergents
PROD012818,Fast Food,Fries
PROD012819,Furniture,Beds
PROD012820,Household Items,Mops
PROD012821,Fast Food,Fries
PROD012822,Sessional Fruits & Vegetables,Mangoes
PROD012823,Dairy Products,Milk
PROD012824,Household Items,Detergents
PROD012825,Sessional Fruits & Vegetables,Carrots
PROD012826,Dairy Products,Yogurt
PROD012827,Electric Appliances,Washing Machines
PROD012828,Sessional Fruits & Vegetables,Tomatoes
PROD012829,Sessional Fruits & Vegetables,Carrots
PROD012830,Electric Appliances,Fans
PROD012831,Electric Appliances,Fans
PROD012832,Household Items,Buckets
PROD012833,Fast Food,Sandwiches
PROD012834,Dairy Products,Milk
PROD012835,Dairy Products,Butter
PROD012836,Fast Food,Pizzas
PROD012837,Dairy Products,Yogurt
PROD012838,Sessional Fruits & Vegetables,Carrots
PROD012839,Sessional Fruits & Vegetables,Mangoes
PROD012840,Household Items,Utensils
PROD012841,Electric Appliances,Fans
PROD012842,Sessional Fruits & Vegetables,Apples
PROD012843,Sessional Fruits & Vegetables,Mangoes
PROD012844,Dairy Products,Cheese
PROD012845,Sessional Fruits & Vegetables,Carrots
PROD012846,Sessional Fruits & Vegetables,Apples
PROD012847,Fast Food,Sandwiches
PROD012848,Electric Appliances,Washing Machines
PROD012849,Furniture,Sofas
PROD012850,Electric Appliances,Washing Machines
PROD012851,Fast Food,Sandwiches
PROD012852,Furniture,Chairs
PROD012853,Furniture,Tables
PROD012854,Furniture,Chairs
PROD012855,Dairy Products,Cheese
PROD012856,Sessional Fruits & Vegetables,Apples
PROD012857,Fast Food,Pizzas
PROD012858,Fast Food,Burgers
PROD012859,Furniture,Tables
PROD012860,Sessional Fruits & Vegetables,Mangoes
PROD012861,Dairy Products,Yogurt
PROD012862,Household Items,Detergents
PROD012863,Household Items,Mops
PROD012864,Sessional Fruits & Vegetables,Apples
PROD012865,Sessional Fruits & Vegetables,Tomatoes
PROD012866,Fast Food,Pizzas
PROD012867,Sessional Fruits & Vegetables,Mangoes
PROD012868,Electric Appliances,Fans
PROD012869,Sessional Fruits & Vegetables,Apples
PROD012870,Sessional Fruits & Vegetables,Mangoes
PROD012871,Sessional Fruits & Vegetables,Apples
PROD012872,Furniture,Sofas
PROD012873,Dairy Products,Yogurt
PROD012874,Household Items,Detergents
PROD012875,Sessional Fruits & Vegetables,Mangoes
PROD012876,Fast Food,Sandwiches
PROD012877,Furniture,Sofas
PROD012878,Electric Appliances,Refrigerators
PROD012879,Dairy Products,Milk
PROD012880,Furniture,Chairs
PROD012881,Fast Food,Sandwiches
PROD012882,Dairy Products,Butter
PROD012883,Sessional Fruits & Vegetables,Mangoes
PROD012884,Furniture,Beds
PROD012885,Fast Food,Pizzas
PROD012886,Dairy Products,Milk
PROD012887,Dairy Products,Cheese
PROD012888,Electric Appliances,Washing Machines
PROD012889,Fast Food,Fries
PROD012890,Dairy Products,Milk
PROD012891,Furniture,Beds
PROD012892,Sessional Fruits & Vegetables,Apples
PROD012893,Fast Food,Fries
PROD012894,Dairy Products,Butter
PROD012895,Household Items,Detergents
PROD012896,Furniture,Chairs
PROD012897,Household Items,Mops
PROD012898,Household Items,Detergents
PROD012899,Sessional Fruits & Vegetables,Carrots
PROD012900,Electric Appliances,Washing Machines
PROD012901,Dairy Products,Cheese
PROD012902,Fast Food,Fries
PROD012903,Dairy Products,Butter
PROD012904,Electric Appliances,Washing Machines
PROD012905,Furniture,Tables
PROD012906,Fast Food,Pizzas
PROD012907,Sessional Fruits & Vegetables,Mangoes
PROD012908,Sessional Fruits & Vegetables,Tomatoes
PROD012909,Furniture,Sofas
PROD012910,Electric Appliances,Refrigerators
PROD012911,Dairy Products,Milk
PROD012912,Dairy Products,Cheese
PROD012913,Electric Appliances,Fans
PROD012914,Sessional Fruits & Vegetables,Carrots
PROD012915,Electric Appliances,Microwaves
PROD012916,Fast Food,Burgers
PROD012917,Household Items,Utensils
PROD012918,Furniture,Sofas
PROD012919,Fast Food,Sandwiches
PROD012920,Fast Food,Burgers
PROD012921,Electric Appliances,Refrigerators
PROD012922,Sessional Fruits & Vegetables,Tomatoes
PROD012923,Fast Food,Sandwiches
PROD012924,Fast Food,Burgers
PROD012925,Electric Appliances,Microwaves
PROD012926,Fast Food,Sandwiches
PROD012927,Electric Appliances,Refrigerators
PROD012928,Household Items,Utensils
PROD012929,Household Items,Mops
PROD012930,Sessional Fruits & Vegetables,Apples
PROD012931,Household Items,Utensils
PROD012932,Sessional Fruits & Vegetables,Carrots
PROD012933,Dairy Products,Butter
PROD012934,Fast Food,Fries
PROD012935,Fast Food,Burgers
PROD012936,Electric Appliances,Fans
PROD012937,Electric Appliances,Microwaves
PROD012938,Furniture,Sofas
PROD012939,Household Items,Buckets
PROD012940,Furniture,Beds
PROD012941,Household Items,Mops
PROD012942,Dairy Products,Butter
PROD012943,Household Items,Utensils
PROD012944,Dairy Products,Cheese
PROD012945,Fast Food,Burgers
PROD012946,Fast Food,Fries
PROD012947,Household Items,Buckets
PROD012948,Sessional Fruits & Vegetables,Tomatoes
PROD012949,Furniture,Sofas
PROD012950,Fast Food,Fries
PROD012951,Sessional Fruits & Vegetables,Apples
PROD012952,Dairy Products,Milk
PROD012953,Electric Appliances,Refrigerators
PROD012954,Sessional Fruits & Vegetables,Carrots
PROD012955,Electric Appliances,Fans
PROD012956,Fast Food,Fries
PROD012957,Furniture,Beds
PROD012958,Household Items,Utensils
PROD012959,Sessional Fruits & Vegetables,Carrots
PROD012960,Furniture,Chairs
PROD012961,Sessional Fruits & Vegetables,Carrots
PROD012962,Household Items,Mops
PROD012963,Sessional Fruits & Vegetables,Mangoes
PROD012964,Household Items,Utensils
PROD012965,Dairy Products,Milk
PROD012966,Dairy Products,Milk
PROD012967,Household Items,Buckets
PROD012968,Fast Food,Sandwiches
PROD012969,Furniture,Sofas
PROD012970,Household Items,Detergents
PROD012971,Electric Appliances,Washing Machines
PROD012972,Fast Food,Burgers
PROD012973,Household Items,Utensils
PROD012974,Furniture,Sofas
PROD012975,Dairy Products,Yogurt
PROD012976,Dairy Products,Milk
PROD012977,Dairy Products,Yogurt
PROD012978,Dairy Products,Milk
PROD012979,Dairy Products,Butter
PROD012980,Sessional Fruits & Vegetables,Carrots
PROD012981,Electric Appliances,Washing Machines
PROD012982,Dairy Products,Butter
PROD012983,Fast Food,Pizzas
PROD012984,Dairy Products,Yogurt
PROD012985,Electric Appliances,Washing Machines
PROD012986,Dairy Products,Yogurt
PROD012987,Fast Food,Pizzas
PROD012988,Furniture,Tables
PROD012989,Dairy Products,Yogurt
PROD012990,Furniture,Beds
PROD012991,Electric Appliances,Fans
PROD012992,Sessional Fruits & Vegetables,Mangoes
PROD012993,Sessional Fruits & Vegetables,Apples
PROD012994,Fast Food,Pizzas
PROD012995,Household Items,Mops
PROD012996,Furniture,Chairs
PROD012997,Dairy Products,Yogurt
PROD012998,Household Items,Mops
PROD012999,Fast Food,Fries
PROD013000,Household Items,Utensils
PROD013001,Fast Food,Sandwiches
PROD013002,Sessional Fruits & Vegetables,Mangoes
PROD013003,Furniture,Beds
PROD013004,Electric Appliances,Refrigerators
PROD013005,Sessional Fruits & Vegetables,Apples
PROD013006,Electric Appliances,Microwaves
PROD013007,Dairy Products,Butter
PROD013008,Furniture,Tables
PROD013009,Furniture,Sofas
PROD013010,Dairy Products,Yogurt
PROD013011,Fast Food,Fries
PROD013012,Furniture,Beds
PROD013013,Electric Appliances,Fans
PROD013014,Electric Appliances,Refrigerators
PROD013015,Electric Appliances,Microwaves
PROD013016,Household Items,Detergents
PROD013017,Dairy Products,Butter
PROD013018,Dairy Products,Milk
PROD013019,Furniture,Beds
PROD013020,Electric Appliances,Refrigerators
PROD013021,Furniture,Chairs
PROD013022,Household Items,Mops
PROD013023,Furniture,Beds
PROD013024,Household Items,Mops
PROD013025,Household Items,Utensils
PROD013026,Dairy Products,Butter
PROD013027,Household Items,Mops
PROD013028,Household Items,Utensils
PROD013029,Furniture,Sofas
PROD013030,Furniture,Tables
PROD013031,Electric Appliances,Fans
PROD013032,Electric Appliances,Refrigerators
PROD013033,Sessional Fruits & Vegetables,Apples
PROD013034,Electric Appliances,Washing Machines
PROD013035,Household Items,Detergents
PROD013036,Fast Food,Fries
PROD013037,Household Items,Buckets
PROD013038,Electric Appliances,Refrigerators
PROD013039,Household Items,Detergents
PROD013040,Fast Food,Burgers
PROD013041,Sessional Fruits & Vegetables,Carrots
PROD013042,Dairy Products,Butter
PROD013043,Household Items,Utensils
PROD013044,Furniture,Beds
PROD013045,Dairy Products,Milk
PROD013046,Household Items,Buckets
PROD013047,Dairy Products,Milk
PROD013048,Household Items,Buckets
PROD013049,Fast Food,Fries
PROD013050,Furniture,Sofas
PROD013051,Fast Food,Pizzas
PROD013052,Household Items,Buckets
PROD013053,Sessional Fruits & Vegetables,Apples
PROD013054,Fast Food,Fries
PROD013055,Household Items,Detergents
PROD013056,Household Items,Utensils
PROD013057,Electric Appliances,Microwaves
PROD013058,Dairy Products,Cheese
PROD013059,Electric Appliances,Washing Machines
PROD013060,Sessional Fruits & Vegetables,Tomatoes
PROD013061,Household Items,Detergents
PROD013062,Fast Food,Fries
PROD013063,Fast Food,Pizzas
PROD013064,Household Items,Mops
PROD013065,Household Items,Buckets
PROD013066,Dairy Products,Yogurt
PROD013067,Sessional Fruits & Vegetables,Tomatoes
PROD013068,Household Items,Mops
PROD013069,Dairy Products,Yogurt
PROD013070,Household Items,Mops
PROD013071,Electric Appliances,Refrigerators
PROD013072,Fast Food,Pizzas
PROD013073,Dairy Products,Milk
PROD013074,Dairy Products,Butter
PROD013075,Furniture,Sofas
PROD013076,Furniture,Tables
PROD013077,Dairy Products,Cheese
PROD013078,Household Items,Buckets
PROD013079,Electric Appliances,Refrigerators
PROD013080,Furniture,Beds
PROD013081,Dairy Products,Cheese
PROD013082,Furniture,Beds
PROD013083,Dairy Products,Butter
PROD013084,Furniture,Sofas
PROD013085,Electric Appliances,Refrigerators
PROD013086,Dairy Products,Yogurt
PROD013087,Sessional Fruits & Vegetables,Mangoes
PROD013088,Fast Food,Pizzas
PROD013089,Household Items,Detergents
PROD013090,Household Items,Buckets
PROD013091,Household Items,Buckets
PROD013092,Fast Food,Fries
PROD013093,Fast Food,Pizzas
PROD013094,Electric Appliances,Fans
PROD013095,Sessional Fruits & Vegetables,Mangoes
PROD013096,Sessional Fruits & Vegetables,Carrots
PROD013097,Household Items,Buckets
PROD013098,Electric Appliances,Fans
PROD013099,Household Items,Mops
PROD013100,Household Items,Detergents
PROD013101,Sessional Fruits & Vegetables,Tomatoes
PROD013102,Furniture,Beds
PROD013103,Dairy Products,Milk
PROD013104,Electric Appliances,Refrigerators
PROD013105,Fast Food,Pizzas
PROD013106,Fast Food,Sandwiches
PROD013107,Fast Food,Sandwiches
PROD013108,Dairy Products,Butter
PROD013109,Furniture,Chairs
PROD013110,Fast Food,Pizzas
PROD013111,Household Items,Utensils
PROD013112,Fast Food,Fries
PROD013113,Household Items,Buckets
PROD013114,Electric Appliances,Refrigerators
PROD013115,Household Items,Detergents
PROD013116,Furniture,Beds
PROD013117,Sessional Fruits & Vegetables,Apples
PROD013118,Fast Food,Pizzas
PROD013119,Dairy Products,Cheese
PROD013120,Household Items,Detergents
PROD013121,Dairy Products,Cheese
PROD013122,Furniture,Beds
PROD013123,Sessional Fruits & Vegetables,Apples
PROD013124,Fast Food,Burgers
PROD013125,Fast Food,Pizzas
PROD013126,Sessional Fruits & Vegetables,Mangoes
PROD013127,Household Items,Utensils
PROD013128,Sessional Fruits & Vegetables,Carrots
PROD013129,Household Items,Buckets
PROD013130,Fast Food,Burgers
PROD013131,Furniture,Chairs
PROD013132,Household Items,Detergents
PROD013133,Dairy Products,Cheese
PROD013134,Electric Appliances,Microwaves
PROD013135,Sessional Fruits & Vegetables,Mangoes
PROD013136,Fast Food,Burgers
PROD013137,Sessional Fruits & Vegetables,Apples
PROD013138,Electric Appliances,Fans
PROD013139,Sessional Fruits & Vegetables,Apples
PROD013140,Furniture,Beds
PROD013141,Household Items,Utensils
PROD013142,Electric Appliances,Microwaves
PROD013143,Furniture,Beds
PROD013144,Electric Appliances,Microwaves
PROD013145,Electric Appliances,Washing Machines
PROD013146,Fast Food,Sandwiches
PROD013147,Sessional Fruits & Vegetables,Carrots
PROD013148,Fast Food,Burgers
PROD013149,Sessional Fruits & Vegetables,Tomatoes
PROD013150,Furniture,Beds
PROD013151,Furniture,Beds
PROD013152,Fast Food,Burgers
PROD013153,Household Items,Detergents
PROD013154,Fast Food,Burgers
PROD013155,Sessional Fruits & Vegetables,Tomatoes
PROD013156,Fast Food,Fries
PROD013157,Fast Food,Pizzas
PROD013158,Dairy Products,Milk
PROD013159,Sessional Fruits & Vegetables,Tomatoes
PROD013160,Electric Appliances,Refrigerators
PROD013161,Fast Food,Pizzas
PROD013162,Fast Food,Burgers
PROD013163,Sessional Fruits & Vegetables,Tomatoes
PROD013164,Household Items,Detergents
PROD013165,Electric Appliances,Washing Machines
PROD013166,Electric Appliances,Refrigerators
PROD013167,Electric Appliances,Refrigerators
PROD013168,Household Items,Mops
PROD013169,Electric Appliances,Refrigerators
PROD013170,Furniture,Sofas
PROD013171,Household Items,Buckets
PROD013172,Furniture,Tables
PROD013173,Household Items,Mops
PROD013174,Electric Appliances,Microwaves
PROD013175,Household Items,Buckets
PROD013176,Electric Appliances,Refrigerators
PROD013177,Dairy Products,Butter
PROD013178,Furniture,Chairs
PROD013179,Electric Appliances,Refrigerators
PROD013180,Household Items,Detergents
PROD013181,Household Items,Detergents
PROD013182,Electric Appliances,Fans
PROD013183,Household Items,Detergents
PROD013184,Dairy Products,Milk
PROD013185,Sessional Fruits & Vegetables,Carrots
PROD013186,Household Items,Detergents
PROD013187,Fast Food,Pizzas
PROD013188,Fast Food,Burgers
PROD013189,Furniture,Beds
PROD013190,Furniture,Tables
PROD013191,Household Items,Utensils
PROD013192,Fast Food,Fries
PROD013193,Fast Food,Sandwiches
PROD013194,Furniture,Chairs
PROD013195,Furniture,Chairs
PROD013196,Dairy Products,Yogurt
PROD013197,Electric Appliances,Fans
PROD013198,Furniture,Sofas
PROD013199,Household Items,Utensils
PROD013200,Furniture,Beds
PROD013201,Fast Food,Fries
PROD013202,Electric Appliances,Refrigerators
PROD013203,Furniture,Beds
PROD013204,Household Items,Buckets
PROD013205,Household Items,Detergents
PROD013206,Electric Appliances,Washing Machines
PROD013207,Furniture,Tables
PROD013208,Household Items,Detergents
PROD013209,Fast Food,Sandwiches
PROD013210,Dairy Products,Butter
PROD013211,Electric Appliances,Washing Machines
PROD013212,Sessional Fruits & Vegetables,Tomatoes
PROD013213,Furniture,Tables
PROD013214,Dairy Products,Butter
PROD013215,Furniture,Tables
PROD013216,Fast Food,Fries
PROD013217,Sessional Fruits & Vegetables,Apples
PROD013218,Electric Appliances,Washing Machines
PROD013219,Furniture,Tables
PROD013220,Electric Appliances,Washing Machines
PROD013221,Dairy Products,Cheese
PROD013222,Sessional Fruits & Vegetables,Apples
PROD013223,Fast Food,Pizzas
PROD013224,Furniture,Chairs
PROD013225,Furniture,Chairs
PROD013226,Furniture,Tables
PROD013227,Sessional Fruits & Vegetables,Carrots
PROD013228,Fast Food,Fries
PROD013229,Household Items,Mops
PROD013230,Sessional Fruits & Vegetables,Apples
PROD013231,Fast Food,Burgers
PROD013232,Sessional Fruits & Vegetables,Mangoes
PROD013233,Furniture,Sofas
PROD013234,Sessional Fruits & Vegetables,Mangoes
PROD013235,Fast Food,Sandwiches
PROD013236,Furniture,Sofas
PROD013237,Furniture,Tables
PROD013238,Sessional Fruits & Vegetables,Carrots
PROD013239,Electric Appliances,Refrigerators
PROD013240,Electric Appliances,Microwaves
PROD013241,Fast Food,Pizzas
PROD013242,Dairy Products,Cheese
PROD013243,Sessional Fruits & Vegetables,Mangoes
PROD013244,Electric Appliances,Fans
PROD013245,Sessional Fruits & Vegetables,Mangoes
PROD013246,Household Items,Utensils
PROD013247,Sessional Fruits & Vegetables,Apples
PROD013248,Electric Appliances,Washing Machines
PROD013249,Furniture,Tables
PROD013250,Household Items,Mops
PROD013251,Dairy Products,Yogurt
PROD013252,Sessional Fruits & Vegetables,Tomatoes
PROD013253,Electric Appliances,Fans
PROD013254,Household Items,Detergents
PROD013255,Electric Appliances,Fans
PROD013256,Fast Food,Pizzas
PROD013257,Household Items,Mops
PROD013258,Dairy Products,Yogurt
PROD013259,Electric Appliances,Microwaves
PROD013260,Furniture,Sofas
PROD013261,Furniture,Beds
PROD013262,Fast Food,Fries
PROD013263,Fast Food,Sandwiches
PROD013264,Sessional Fruits & Vegetables,Mangoes
PROD013265,Furniture,Chairs
PROD013266,Electric Appliances,Fans
PROD013267,Household Items,Buckets
PROD013268,Electric Appliances,Refrigerators
PROD013269,Fast Food,Burgers
PROD013270,Household Items,Utensils
PROD013271,Furniture,Sofas
PROD013272,Household Items,Utensils
PROD013273,Furniture,Sofas
PROD013274,Electric Appliances,Washing Machines
PROD013275,Sessional Fruits & Vegetables,Mangoes
PROD013276,Dairy Products,Cheese
PROD013277,Fast Food,Burgers
PROD013278,Electric Appliances,Washing Machines
PROD013279,Fast Food,Burgers
PROD013280,Household Items,Buckets
PROD013281,Dairy Products,Yogurt
PROD013282,Dairy Products,Yogurt
PROD013283,Electric Appliances,Washing Machines
PROD013284,Household Items,Buckets
PROD013285,Household Items,Utensils
PROD013286,Household Items,Utensils
PROD013287,Dairy Products,Cheese
PROD013288,Furniture,Tables
PROD013289,Sessional Fruits & Vegetables,Apples
PROD013290,Household Items,Utensils
PROD013291,Furniture,Chairs
PROD013292,Fast Food,Burgers
PROD013293,Furniture,Tables
PROD013294,Furniture,Beds
PROD013295,Dairy Products,Yogurt
PROD013296,Household Items,Utensils
PROD013297,Electric Appliances,Washing Machines
PROD013298,Dairy Products,Butter
PROD013299,Household Items,Mops
PROD013300,Electric Appliances,Washing Machines
PROD013301,Sessional Fruits & Vegetables,Carrots
PROD013302,Household Items,Utensils
PROD013303,Fast Food,Pizzas
PROD013304,Fast Food,Pizzas
PROD013305,Sessional Fruits & Vegetables,Carrots
PROD013306,Household Items,Mops
PROD013307,Fast Food,Sandwiches
PROD013308,Electric Appliances,Microwaves
PROD013309,Fast Food,Burgers
PROD013310,Electric Appliances,Refrigerators
PROD013311,Household Items,Detergents
PROD013312,Fast Food,Pizzas
PROD013313,Furniture,Beds
PROD013314,Furniture,Beds
PROD013315,Sessional Fruits & Vegetables,Carrots
PROD013316,Dairy Products,Butter
PROD013317,Household Items,Utensils
PROD013318,Furniture,Beds
PROD013319,Furniture,Sofas
PROD013320,Electric Appliances,Washing Machines
PROD013321,Household Items,Buckets
PROD013322,Household Items,Mops
PROD013323,Furniture,Beds
PROD013324,Electric Appliances,Refrigerators
PROD013325,Sessional Fruits & Vegetables,Carrots
PROD013326,Electric Appliances,Microwaves
PROD013327,Dairy Products,Cheese
PROD013328,Household Items,Utensils
PROD013329,Sessional Fruits & Vegetables,Carrots
PROD013330,Electric Appliances,Fans
PROD013331,Furniture,Tables
PROD013332,Dairy Products,Yogurt
PROD013333,Household Items,Detergents
PROD013334,Household Items,Utensils
PROD013335,Fast Food,Sandwiches
PROD013336,Furniture,Sofas
PROD013337,Sessional Fruits & Vegetables,Tomatoes
PROD013338,Dairy Products,Cheese
PROD013339,Electric Appliances,Fans
PROD013340,Furniture,Chairs
PROD013341,Dairy Products,Yogurt
PROD013342,Dairy Products,Milk
PROD013343,Sessional Fruits & Vegetables,Carrots
PROD013344,Sessional Fruits & Vegetables,Tomatoes
PROD013345,Household Items,Detergents
PROD013346,Dairy Products,Milk
PROD013347,Sessional Fruits & Vegetables,Tomatoes
PROD013348,Dairy Products,Butter
PROD013349,Fast Food,Fries
PROD013350,Furniture,Tables
PROD013351,Fast Food,Fries
PROD013352,Household Items,Utensils
PROD013353,Dairy Products,Milk
PROD013354,Sessional Fruits & Vegetables,Mangoes
PROD013355,Fast Food,Burgers
PROD013356,Dairy Products,Butter
PROD013357,Electric Appliances,Fans
PROD013358,Furniture,Tables
PROD013359,Household Items,Mops
PROD013360,Dairy Products,Milk
PROD013361,Furniture,Tables
PROD013362,Household Items,Utensils
PROD013363,Dairy Products,Cheese
PROD013364,Sessional Fruits & Vegetables,Tomatoes
PROD013365,Furniture,Tables
PROD013366,Dairy Products,Milk
PROD013367,Furniture,Sofas
PROD013368,Sessional Fruits & Vegetables,Apples
PROD013369,Furniture,Sofas
PROD013370,Sessional Fruits & Vegetables,Mangoes
PROD013371,Electric Appliances,Microwaves
PROD013372,Household Items,Buckets
PROD013373,Fast Food,Fries
PROD013374,Dairy Products,Milk
PROD013375,Fast Food,Burgers
PROD013376,Dairy Products,Butter
PROD013377,Dairy Products,Cheese
PROD013378,Sessional Fruits & Vegetables,Tomatoes
PROD013379,Fast Food,Fries
PROD013380,Furniture,Sofas
PROD013381,Household Items,Utensils
PROD013382,Fast Food,Fries
PROD013383,Dairy Products,Butter
PROD013384,Dairy Products,Yogurt
PROD013385,Sessional Fruits & Vegetables,Tomatoes
PROD013386,Sessional Fruits & Vegetables,Apples
PROD013387,Electric Appliances,Fans
PROD013388,Furniture,Beds
PROD013389,Household Items,Buckets
PROD013390,Sessional Fruits & Vegetables,Apples
PROD013391,Household Items,Detergents
PROD013392,Fast Food,Sandwiches
PROD013393,Dairy Products,Yogurt
PROD013394,Furniture,Beds
PROD013395,Fast Food,Burgers
PROD013396,Furniture,Tables
PROD013397,Household Items,Buckets
PROD013398,Sessional Fruits & Vegetables,Carrots
PROD013399,Electric Appliances,Refrigerators
PROD013400,Fast Food,Pizzas
PROD013401,Sessional Fruits & Vegetables,Tomatoes
PROD013402,Sessional Fruits & Vegetables,Mangoes
PROD013403,Furniture,Tables
PROD013404,Furniture,Beds
PROD013405,Household Items,Mops
PROD013406,Fast Food,Burgers
PROD013407,Electric Appliances,Microwaves
PROD013408,Sessional Fruits & Vegetables,Apples
PROD013409,Furniture,Chairs
PROD013410,Electric Appliances,Refrigerators
PROD013411,Household Items,Mops
PROD013412,Dairy Products,Yogurt
PROD013413,Dairy Products,Milk
PROD013414,Furniture,Sofas
PROD013415,Sessional Fruits & Vegetables,Mangoes
PROD013416,Electric Appliances,Fans
PROD013417,Household Items,Detergents
PROD013418,Household Items,Mops
PROD013419,Electric Appliances,Fans
PROD013420,Furniture,Tables
PROD013421,Furniture,Tables
PROD013422,Furniture,Beds
PROD013423,Electric Appliances,Fans
PROD013424,Fast Food,Burgers
PROD013425,Dairy Products,Milk
PROD013426,Furniture,Sofas
PROD013427,Household Items,Utensils
PROD013428,Fast Food,Fries
PROD013429,Fast Food,Burgers
PROD013430,Furniture,Chairs
PROD013431,Furniture,Beds
PROD013432,Dairy Products,Butter
PROD013433,Fast Food,Sandwiches
PROD013434,Fast Food,Pizzas
PROD013435,Electric Appliances,Microwaves
PROD013436,Dairy Products,Butter
PROD013437,Fast Food,Burgers
PROD013438,Dairy Products,Cheese
PROD013439,Dairy Products,Butter
PROD013440,Electric Appliances,Fans
PROD013441,Furniture,Chairs
PROD013442,Electric Appliances,Microwaves
PROD013443,Fast Food,Pizzas
PROD013444,Dairy Products,Cheese
PROD013445,Household Items,Buckets
PROD013446,Sessional Fruits & Vegetables,Mangoes
PROD013447,Furniture,Beds
PROD013448,Dairy Products,Cheese
PROD013449,Sessional Fruits & Vegetables,Tomatoes
PROD013450,Sessional Fruits & Vegetables,Carrots
PROD013451,Furniture,Beds
PROD013452,Furniture,Chairs
PROD013453,Dairy Products,Milk
PROD013454,Fast Food,Pizzas
PROD013455,Dairy Products,Cheese
PROD013456,Sessional Fruits & Vegetables,Apples
PROD013457,Furniture,Beds
PROD013458,Household Items,Detergents
PROD013459,Household Items,Mops
PROD013460,Electric Appliances,Microwaves
PROD013461,Furniture,Tables
PROD013462,Electric Appliances,Microwaves
PROD013463,Household Items,Utensils
PROD013464,Fast Food,Pizzas
PROD013465,Dairy Products,Butter
PROD013466,Sessional Fruits & Vegetables,Mangoes
PROD013467,Furniture,Beds
PROD013468,Dairy Products,Milk
PROD013469,Sessional Fruits & Vegetables,Apples
PROD013470,Dairy Products,Milk
PROD013471,Household Items,Buckets
PROD013472,Household Items,Mops
PROD013473,Furniture,Beds
PROD013474,Furniture,Sofas
PROD013475,Sessional Fruits & Vegetables,Apples
PROD013476,Sessional Fruits & Vegetables,Tomatoes
PROD013477,Sessional Fruits & Vegetables,Mangoes
PROD013478,Household Items,Mops
PROD013479,Fast Food,Sandwiches
PROD013480,Household Items,Detergents
PROD013481,Fast Food,Burgers
PROD013482,Dairy Products,Cheese
PROD013483,Sessional Fruits & Vegetables,Mangoes
PROD013484,Electric Appliances,Washing Machines
PROD013485,Electric Appliances,Refrigerators
PROD013486,Dairy Products,Butter
PROD013487,Sessional Fruits & Vegetables,Mangoes
PROD013488,Fast Food,Sandwiches
PROD013489,Electric Appliances,Microwaves
PROD013490,Household Items,Mops
PROD013491,Furniture,Sofas
PROD013492,Dairy Products,Milk
PROD013493,Dairy Products,Cheese
PROD013494,Furniture,Sofas
PROD013495,Household Items,Utensils
PROD013496,Sessional Fruits & Vegetables,Mangoes
PROD013497,Household Items,Mops
PROD013498,Household Items,Utensils
PROD013499,Sessional Fruits & Vegetables,Carrots
PROD013500,Furniture,Sofas
PROD013501,Dairy Products,Butter
PROD013502,Sessional Fruits & Vegetables,Mangoes
PROD013503,Dairy Products,Cheese
PROD013504,Electric Appliances,Refrigerators
PROD013505,Furniture,Sofas
PROD013506,Fast Food,Pizzas
PROD013507,Sessional Fruits & Vegetables,Carrots
PROD013508,Household Items,Mops
PROD013509,Sessional Fruits & Vegetables,Tomatoes
PROD013510,Fast Food,Burgers
PROD013511,Dairy Products,Cheese
PROD013512,Sessional Fruits & Vegetables,Tomatoes
PROD013513,Fast Food,Burgers
PROD013514,Household Items,Detergents
PROD013515,Electric Appliances,Fans
PROD013516,Sessional Fruits & Vegetables,Carrots
PROD013517,Household Items,Detergents
PROD013518,Household Items,Utensils
PROD013519,Household Items,Detergents
PROD013520,Furniture,Tables
PROD013521,Household Items,Mops
PROD013522,Fast Food,Sandwiches
PROD013523,Household Items,Detergents
PROD013524,Sessional Fruits & Vegetables,Mangoes
PROD013525,Household Items,Detergents
PROD013526,Furniture,Tables
PROD013527,Furniture,Chairs
PROD013528,Electric Appliances,Microwaves
PROD013529,Fast Food,Pizzas
PROD013530,Sessional Fruits & Vegetables,Carrots
PROD013531,Sessional Fruits & Vegetables,Carrots
PROD013532,Electric Appliances,Fans
PROD013533,Electric Appliances,Fans
PROD013534,Furniture,Sofas
PROD013535,Fast Food,Sandwiches
PROD013536,Furniture,Chairs
PROD013537,Fast Food,Burgers
PROD013538,Electric Appliances,Refrigerators
PROD013539,Furniture,Tables
PROD013540,Fast Food,Sandwiches
