Order ID,Product ID,Location Id,Order Date,Quantity,Sales,Discount,Profit
ORD012909,PROD012909,122,23-05-2019,10,3480.45,0.26,403.6
ORD012910,PROD012910,135,13-11-2023,5,22765.65,0.49,2066.8
ORD012911,PROD012911,102,15-06-2021,6,13919.9,0.05,2338.36
ORD012912,PROD012912,111,05-09-2019,5,3854.28,0.5,371.45
ORD012913,PROD012913,101,26-10-2020,9,24295.92,0.41,1969.94
ORD012914,PROD012914,114,12-03-2021,3,35180.88,0.09,5082.3
ORD012915,PROD012915,125,17-01-2021,8,22897.03,0.21,3344.47
ORD012916,PROD012916,106,05-02-2020,9,15180.64,0.31,1444.33
ORD012917,PROD012917,109,16-08-2022,4,15184.75,0.01,1814.13
ORD012918,PROD012918,119,22-02-2021,3,4850.93,0.15,486.09
ORD012919,PROD012919,106,09-02-2019,4,19380.57,0.1,2684.41
ORD012920,PROD012920,111,10-12-2019,8,30379.15,0.44,3833.71
ORD012921,PROD012921,103,09-01-2019,7,24320.14,0.03,5537.16
ORD012922,PROD012922,112,22-01-2020,8,36731.99,0.04,9562.37
ORD012923,PROD012923,118,22-07-2023,6,17595.89,0.37,2818.72
ORD012924,PROD012924,128,20-11-2020,5,13197.89,0.35,1874.39
ORD012925,PROD012925,113,25-04-2021,3,23167.5,0.01,4243.61
ORD012926,PROD012926,108,26-01-2020,3,41722.17,0.09,4537.16
ORD012927,PROD012927,101,19-10-2022,5,34921.96,0.12,4046.46
ORD012928,PROD012928,131,06-07-2019,1,7077.49,0.37,702.44
ORD012929,PROD012929,119,16-02-2019,3,49029.47,0.04,5707.21
ORD012930,PROD012930,112,14-03-2021,3,4045.78,0.16,881.47
ORD012931,PROD012931,120,10-08-2022,6,34655.51,0.34,3755.66
ORD012932,PROD012932,117,21-11-2023,8,44536.83,0.15,4484.08
ORD012933,PROD012933,126,12-04-2022,1,34913.8,0.16,4122.24
ORD012934,PROD012934,122,25-08-2019,6,45845.01,0.41,5110.12
ORD012935,PROD012935,132,21-06-2019,3,6459.55,0.09,606.24
ORD012936,PROD012936,104,29-09-2023,6,4905.33,0.46,513.94
ORD012937,PROD012937,106,28-01-2020,6,25580.64,0.23,5250.42
ORD012938,PROD012938,122,05-12-2023,4,34729.22,0.47,3802.09
ORD012939,PROD012939,130,04-02-2022,9,27361.19,0.18,5353.98
ORD012940,PROD012940,128,23-09-2019,10,44295.1,0.36,4315.42
ORD012941,PROD012941,127,01-05-2022,1,35871.62,0.21,3380.55
ORD012942,PROD012942,123,10-05-2022,3,38103.38,0.16,3368.69
ORD012943,PROD012943,117,26-02-2021,10,13435.91,0.28,2871.33
ORD012944,PROD012944,122,25-08-2019,8,38715.86,0.47,6130.62
ORD012945,PROD012945,122,08-04-2019,8,19550.66,0.08,2430.97
ORD012946,PROD012946,128,10-10-2019,1,9214.22,0,1337.8
ORD012947,PROD012947,124,05-06-2020,1,40989.57,0.43,5608.33
ORD012948,PROD012948,130,27-02-2022,3,8105.71,0.02,799.57
ORD012949,PROD012949,126,20-09-2021,1,33177.26,0.47,4380.16
ORD012950,PROD012950,131,30-06-2020,10,42725.8,0.36,7100.32
ORD012951,PROD012951,110,27-03-2020,10,35175.99,0.1,9369.59
ORD012952,PROD012952,116,17-12-2023,8,19511.63,0.04,4975.54
ORD012953,PROD012953,135,11-11-2020,3,41894.72,0.02,8414.06
ORD012954,PROD012954,103,04-10-2023,8,37912.89,0.4,4491.44
ORD012955,PROD012955,123,24-11-2020,8,8186.37,0.36,1547.2
ORD012956,PROD012956,135,14-03-2023,1,44634.66,0.15,11368.28
ORD012957,PROD012957,107,11-02-2020,9,27417.49,0.21,4654.66
ORD012958,PROD012958,108,10-08-2022,7,9260.13,0.49,793.49
ORD012959,PROD012959,118,17-02-2022,6,10373.89,0.29,1022.37
ORD012960,PROD012960,129,26-04-2021,3,2879.01,0.06,613.68
ORD012961,PROD012961,113,22-08-2020,1,43435.07,0.17,3818.96
ORD012962,PROD012962,123,08-02-2021,9,6213.48,0.12,1216.87
ORD012963,PROD012963,127,11-11-2021,10,5474.9,0.21,826.07
ORD012964,PROD012964,114,06-06-2019,2,45143.09,0.16,5231.43
ORD012965,PROD012965,116,03-09-2020,6,10544.87,0.26,2029.1
ORD012966,PROD012966,108,09-04-2023,9,26620.25,0.31,2789.56
ORD012967,PROD012967,120,20-02-2022,5,48444.73,0.5,4506.09
ORD012968,PROD012968,120,06-11-2022,9,25900.53,0.36,3652.37
ORD012969,PROD012969,111,14-09-2022,9,49248.21,0.05,11551.11
ORD012970,PROD012970,108,06-04-2019,10,11865.06,0.15,1652.21
ORD012971,PROD012971,102,11-08-2019,7,5013.03,0.02,1084.36
ORD012972,PROD012972,116,29-03-2023,1,44551.19,0.21,10311.89
ORD012973,PROD012973,132,28-11-2022,4,44060.07,0.48,6085.91
ORD012974,PROD012974,104,15-11-2019,9,21208.3,0.14,4905.09
ORD012975,PROD012975,103,06-01-2019,1,26009.97,0.15,5647.85
ORD012976,PROD012976,119,18-11-2022,10,9633.52,0.46,1393.01
ORD012977,PROD012977,136,10-12-2019,3,25441.67,0.2,3755.91
ORD012978,PROD012978,123,17-12-2022,1,36654.7,0.2,4046.48
ORD012979,PROD012979,114,02-11-2021,1,15249.72,0.5,884.52
ORD012980,PROD012980,132,20-07-2020,2,38721.91,0.2,4573.48
ORD012981,PROD012981,119,06-05-2021,3,49752.18,0.4,8850.02
ORD012982,PROD012982,120,24-03-2022,9,16575.36,0.27,3359.6
ORD012983,PROD012983,113,19-04-2022,10,8415.84,0.31,1126.22
ORD012984,PROD012984,124,25-06-2022,9,41877.04,0.31,5548.49
ORD012985,PROD012985,105,17-06-2019,6,17973.03,0.15,1856.29
ORD012986,PROD012986,131,06-11-2021,10,43918.64,0.29,8245.03
ORD012987,PROD012987,123,30-05-2023,9,43528.45,0.47,6178.99
ORD012988,PROD012988,126,20-09-2020,1,18288.36,0.4,1303.83
ORD012989,PROD012989,114,04-02-2023,8,49747.42,0.17,7591.24
ORD012990,PROD012990,120,16-11-2021,8,4345.79,0.18,846.75
ORD012991,PROD012991,119,29-03-2019,1,34005.24,0.13,8412.06
ORD012992,PROD012992,133,21-10-2020,3,17294.68,0.49,1593.36
ORD012993,PROD012993,127,31-05-2021,9,12064.05,0.34,1114.8
ORD012994,PROD012994,129,26-10-2022,8,45045.44,0.02,12074.71
ORD012995,PROD012995,128,24-05-2022,5,47052,0.21,5717.32
ORD012996,PROD012996,132,01-09-2020,8,655.35,0.43,92.71
ORD012997,PROD012997,102,30-07-2019,4,33515.67,0.3,2941.89
ORD012998,PROD012998,104,20-07-2023,5,5045.53,0.47,716.97
ORD012999,PROD012999,118,18-03-2020,4,18800.97,0.32,1933.35
ORD013000,PROD013000,125,05-12-2020,4,48480.44,0.2,5442.86
ORD013001,PROD013001,108,09-05-2021,6,19212.51,0.13,4887.92
ORD013002,PROD013002,136,02-02-2023,2,19625.77,0.26,3445.06
ORD013003,PROD013003,108,28-02-2019,10,19596.14,0.27,2100.87
ORD013004,PROD013004,129,12-06-2020,7,16756.74,0.1,3887.16
ORD013005,PROD013005,111,10-04-2020,4,37302.56,0.38,3472.47
ORD013006,PROD013006,115,11-11-2022,4,32501.89,0.15,7160.94
ORD013007,PROD013007,127,21-08-2023,10,17709.66,0.18,1612.8
ORD013008,PROD013008,107,29-02-2020,1,23837.04,0.16,4240.6
ORD013009,PROD013009,115,31-05-2023,6,39568.73,0.25,5288.81
ORD013010,PROD013010,133,12-10-2019,2,41279.53,0.29,7871.14
ORD013011,PROD013011,133,18-11-2023,6,3195.4,0.4,380.32
ORD013012,PROD013012,129,11-07-2023,6,21387.9,0.24,2405.76
ORD013013,PROD013013,106,05-09-2022,9,16948.63,0.41,1035.14
ORD013014,PROD013014,133,01-03-2020,3,16116.94,0.42,1327.43
ORD013015,PROD013015,118,21-07-2023,5,38962.44,0.47,5353.27
ORD013016,PROD013016,108,26-05-2023,1,1612.51,0.01,286.37
ORD013017,PROD013017,135,27-04-2019,1,37906.95,0.1,4298.5
ORD013018,PROD013018,134,08-08-2021,5,11492.55,0.43,1366.25
ORD013019,PROD013019,111,19-05-2021,5,30162.63,0.24,6739.47
ORD013020,PROD013020,106,03-03-2020,5,18433.47,0.31,1615.67
ORD013021,PROD013021,130,29-01-2019,4,37500.78,0.01,7757.95
ORD013022,PROD013022,107,01-11-2022,8,49515.93,0.39,4507.69
ORD013023,PROD013023,128,19-12-2019,3,40478.15,0.44,3019.67
ORD013024,PROD013024,110,04-08-2020,8,11997.03,0.38,1333.06
ORD013025,PROD013025,127,13-07-2021,6,1205.6,0.04,315.39
ORD013026,PROD013026,133,20-09-2021,7,40047.63,0.09,8160
ORD013027,PROD013027,118,28-02-2019,2,7362.91,0.23,1112.06
ORD013028,PROD013028,124,10-10-2020,7,28964.62,0,4442.01
ORD013029,PROD013029,121,25-10-2020,6,21387.58,0.43,3429.95
ORD013030,PROD013030,120,22-02-2022,10,8260.74,0.3,608.06
ORD013031,PROD013031,129,28-06-2020,6,39422.06,0.08,10718.58
ORD013032,PROD013032,114,16-03-2023,5,4873.84,0.36,526.53
ORD013033,PROD013033,114,24-11-2019,1,37740.65,0.46,4649.73
ORD013034,PROD013034,107,18-06-2023,5,29502.27,0.1,7944.98
ORD013035,PROD013035,121,18-06-2019,7,14756.24,0.26,1127.8
ORD013036,PROD013036,110,07-04-2022,9,40763.21,0.34,3735.74
ORD013037,PROD013037,129,17-09-2023,2,9081.6,0.18,1055.16
ORD013038,PROD013038,127,18-04-2019,8,8473.44,0.38,1522.46
ORD013039,PROD013039,133,10-08-2022,5,17552.92,0.16,4217.82
ORD013040,PROD013040,123,16-08-2021,6,31883.07,0.15,3834.67
ORD013041,PROD013041,103,24-07-2020,8,18356.68,0.48,1778.27
ORD013042,PROD013042,124,27-04-2021,6,43036.67,0.46,2958.46
ORD013043,PROD013043,121,15-06-2020,1,39568.52,0.18,4754.24
ORD013044,PROD013044,120,22-09-2019,9,44538.96,0.07,5784.67
ORD013045,PROD013045,108,17-10-2020,9,871.18,0.17,127.49
ORD013046,PROD013046,121,01-10-2022,2,1194.85,0.11,291.78
ORD013047,PROD013047,129,31-10-2021,1,26918.73,0.15,5456.79
ORD013048,PROD013048,102,05-03-2022,1,33176.93,0.46,3623.77
ORD013049,PROD013049,101,26-01-2021,3,4650.17,0.45,731.48
ORD013050,PROD013050,123,03-11-2021,1,43959.54,0.16,6390.93
ORD013051,PROD013051,125,29-10-2020,6,35814.47,0.43,4381.66
ORD013052,PROD013052,112,02-06-2023,9,22657.28,0.22,4572.72
ORD013053,PROD013053,107,22-10-2023,5,13960.31,0.18,2539.12
ORD013054,PROD013054,129,26-07-2021,10,22767.99,0.24,4265.1
ORD013055,PROD013055,107,01-06-2021,1,3974.03,0.1,557.08
ORD013056,PROD013056,136,13-09-2020,1,39809.68,0.11,5255.11
ORD013057,PROD013057,133,29-09-2023,2,5593.74,0.27,471.28
ORD013058,PROD013058,127,16-12-2021,4,17282.79,0.15,4210.29
ORD013059,PROD013059,117,02-04-2021,8,9928.64,0.05,2026.37
ORD013060,PROD013060,109,27-11-2023,9,45214.19,0.37,3786.11
ORD013061,PROD013061,112,14-01-2020,1,21017.86,0.04,4352.55
ORD013062,PROD013062,135,10-05-2023,10,46533.24,0.4,5046.08
ORD013063,PROD013063,119,13-08-2019,3,3600.52,0.32,379.11
ORD013064,PROD013064,125,14-07-2023,1,25016.1,0.24,3486.19
ORD013065,PROD013065,120,11-09-2023,3,35215.97,0.27,7404.55
ORD013066,PROD013066,128,21-06-2020,10,9735.5,0.33,1102.08
ORD013067,PROD013067,116,16-05-2022,2,32803.64,0.28,5575.16
ORD013068,PROD013068,132,16-05-2019,5,2210.64,0.22,185.5
ORD013069,PROD013069,133,30-03-2023,3,20368.71,0.17,2337.76
ORD013070,PROD013070,105,29-12-2023,8,34203.17,0.44,3571.26
ORD013071,PROD013071,124,13-03-2022,8,11081.86,0.09,2165.11
ORD013072,PROD013072,124,26-01-2020,3,5178.3,0.31,367.24
ORD013073,PROD013073,106,21-09-2019,3,29804.03,0.41,3988.22
ORD013074,PROD013074,112,25-01-2022,5,10922.67,0.04,1527.76
ORD013075,PROD013075,104,15-04-2023,4,10056.14,0.38,1339.41
ORD013076,PROD013076,107,17-04-2020,5,36342.52,0.43,3997.9
ORD013077,PROD013077,115,28-06-2020,4,20724.45,0.05,5373.05
ORD013078,PROD013078,129,26-12-2020,9,12784.76,0.43,1638.9
ORD013079,PROD013079,130,18-01-2022,10,25639.3,0.39,2612.98
ORD013080,PROD013080,107,02-08-2019,2,35614.92,0.16,4052.84
ORD013081,PROD013081,108,23-06-2021,10,47145.24,0.06,7568.96
ORD013082,PROD013082,133,30-07-2022,8,16258.78,0.03,2068.72
ORD013083,PROD013083,101,01-12-2019,8,36817.63,0.07,4295.51
ORD013084,PROD013084,136,24-07-2021,2,17670.22,0.02,3823.17
ORD013085,PROD013085,112,28-03-2019,1,15081.49,0.04,3374.91
ORD013086,PROD013086,113,06-04-2023,3,39600.13,0.4,7091.44
ORD013087,PROD013087,122,14-10-2019,5,19196.73,0.11,1774.23
ORD013088,PROD013088,116,12-11-2020,6,33532.13,0.33,6312.96
ORD013089,PROD013089,101,05-10-2023,1,17847.24,0.43,1553.26
ORD013090,PROD013090,125,23-01-2023,2,34808.74,0.28,4522.66
ORD013091,PROD013091,109,04-11-2021,1,19455.66,0.29,2836.14
ORD013092,PROD013092,130,13-09-2020,2,48694.3,0.15,5943.4
ORD013093,PROD013093,108,26-04-2022,10,255.09,0.09,45.34
ORD013094,PROD013094,109,01-05-2022,3,49469.14,0.39,8942.96
ORD013095,PROD013095,127,27-12-2023,10,43765.76,0.25,7315.21
ORD013096,PROD013096,117,04-02-2021,6,41579.9,0.17,5936.66
ORD013097,PROD013097,130,16-01-2020,1,41656.64,0.06,10462.98
ORD013098,PROD013098,129,20-08-2021,6,25264.68,0.06,4413.41
ORD013099,PROD013099,120,01-04-2023,9,40999.55,0.13,6620.8
ORD013100,PROD013100,118,17-04-2020,8,3808.05,0.45,487.41
ORD013101,PROD013101,102,27-08-2019,7,2048.52,0.17,357.04
ORD013102,PROD013102,111,14-01-2019,1,30712.33,0.21,2693.56
ORD013103,PROD013103,102,01-11-2023,7,49004.05,0.23,5085.44
ORD013104,PROD013104,116,12-01-2023,6,20522.54,0.11,4340.33
ORD013105,PROD013105,133,16-03-2022,7,34144.88,0.06,7056.27
ORD013106,PROD013106,130,29-06-2021,7,14839.72,0.22,3011.06
ORD013107,PROD013107,122,24-06-2020,10,12716.16,0.42,1539.34
ORD013108,PROD013108,110,15-02-2022,9,41262.34,0.1,3786.89
ORD013109,PROD013109,123,11-11-2023,1,18173.83,0.47,2597.7
ORD013110,PROD013110,123,06-01-2021,3,37479.87,0.43,5070.43
ORD013111,PROD013111,124,18-02-2019,4,26855.23,0.31,2063.18
ORD013112,PROD013112,114,10-04-2019,1,11918.29,0.2,2128.95
ORD013113,PROD013113,129,27-02-2019,7,29235.06,0.35,5571.59
ORD013114,PROD013114,123,10-08-2021,1,859.59,0.07,113.42
ORD013115,PROD013115,108,06-11-2019,4,8764.8,0.11,1175.64
ORD013116,PROD013116,105,16-02-2021,7,17721.05,0.24,2297.48
ORD013117,PROD013117,120,06-10-2020,1,36369.38,0.06,3631.23
ORD013118,PROD013118,103,26-11-2020,7,26277.68,0.22,5641.73
ORD013119,PROD013119,125,23-07-2019,10,42939.29,0.33,6624.51
ORD013120,PROD013120,107,06-04-2022,7,14529.05,0.18,2485.26
ORD013121,PROD013121,105,27-04-2020,6,41411.23,0.34,3324.47
ORD013122,PROD013122,131,19-06-2019,9,49486.16,0.33,6721.69
ORD013123,PROD013123,107,22-06-2019,2,7229.91,0.2,1246.14
ORD013124,PROD013124,110,12-11-2019,4,41202.33,0.12,8774.62
ORD013125,PROD013125,121,15-03-2023,10,16015.17,0.49,1375.2
ORD013126,PROD013126,110,11-10-2022,5,33825.08,0.18,7004.12
ORD013127,PROD013127,104,24-08-2019,9,47418.79,0.07,11360.8
ORD013128,PROD013128,136,24-11-2021,8,46184.34,0.42,3583.79
ORD013129,PROD013129,126,30-10-2022,2,42382.31,0.39,7429.91
ORD013130,PROD013130,104,17-11-2021,1,41805.71,0.4,4416.03
ORD013131,PROD013131,119,20-08-2020,10,27847.78,0.41,4278.53
ORD013132,PROD013132,133,30-11-2020,2,8848.38,0.25,1057.42
ORD013133,PROD013133,103,18-11-2020,2,27406.25,0.29,3346.63
ORD013134,PROD013134,126,24-04-2022,9,38108.79,0.4,3156.51
ORD013135,PROD013135,127,29-01-2019,3,43940.81,0.45,3265.37
ORD013136,PROD013136,101,18-11-2021,10,23178.24,0.06,5314.58
ORD013137,PROD013137,136,10-11-2022,9,3728.32,0.45,504.28
ORD013138,PROD013138,104,10-04-2021,4,13597.42,0.1,1465.3
ORD013139,PROD013139,103,26-02-2021,4,49449.94,0.08,6890.59
ORD013140,PROD013140,126,26-01-2021,2,23852.35,0.37,2340.23
ORD013141,PROD013141,118,03-04-2019,3,48914.7,0.02,11199.31
ORD013142,PROD013142,105,15-09-2019,9,42289.42,0.05,4136.83
ORD013143,PROD013143,107,20-07-2023,6,38138.06,0.19,8113.76
ORD013144,PROD013144,108,06-09-2023,8,10520.78,0.48,1019.94
ORD013145,PROD013145,123,25-08-2020,9,42847.88,0.46,3164.64
ORD013146,PROD013146,120,08-10-2021,2,22650.07,0.24,3704.8
ORD013147,PROD013147,110,21-09-2019,6,18591.75,0.09,4284.86
ORD013148,PROD013148,101,01-01-2022,2,25055.58,0.16,4870.63
ORD013149,PROD013149,132,12-05-2020,8,21465.44,0.04,4367.27
ORD013150,PROD013150,107,16-11-2020,9,9202.08,0.32,873.53
ORD013151,PROD013151,121,05-01-2020,6,9339.37,0.02,2035.85
ORD013152,PROD013152,124,18-03-2023,7,43939.96,0.12,9263.56
ORD013153,PROD013153,111,08-02-2019,1,43758.18,0.42,3195.14
ORD013154,PROD013154,125,27-11-2022,4,13401.22,0.18,3031.02
ORD013155,PROD013155,136,01-07-2020,1,34699.09,0.31,3038.71
ORD013156,PROD013156,128,02-01-2021,2,10143.91,0.25,941.74
ORD013157,PROD013157,121,28-06-2022,7,39176.34,0.09,5901.62
ORD013158,PROD013158,110,23-04-2021,9,47469.09,0.4,6880.59
ORD013159,PROD013159,102,26-02-2022,3,22707.99,0.3,3812.09
ORD013160,PROD013160,112,11-07-2022,4,7305.75,0.49,764.34
ORD013161,PROD013161,133,01-04-2022,7,49439.79,0.4,5009.09
ORD013162,PROD013162,132,10-02-2020,4,10663.39,0.15,1427.42
ORD013163,PROD013163,128,21-01-2020,2,40979.97,0.2,7879.86
ORD013164,PROD013164,102,18-08-2020,5,31036.5,0.19,5087.52
ORD013165,PROD013165,101,25-02-2021,10,34878.93,0.47,1851.09
ORD013166,PROD013166,126,17-10-2023,8,4129.64,0.44,244.19
ORD013167,PROD013167,135,17-05-2019,8,34114.65,0.42,3772.23
ORD013168,PROD013168,102,10-06-2023,10,21672.6,0.27,4415.69
ORD013169,PROD013169,115,01-02-2019,7,20904.19,0.31,2890.88
ORD013170,PROD013170,123,03-11-2021,2,46264.4,0.28,4038.87
ORD013171,PROD013171,123,03-05-2019,3,21045.96,0.4,2489.02
ORD013172,PROD013172,126,08-12-2022,7,48845.08,0.42,8305.3
ORD013173,PROD013173,112,01-05-2021,9,11159.72,0.37,966.84
ORD013174,PROD013174,130,23-06-2021,10,35633.04,0.21,5242.7
ORD013175,PROD013175,135,25-10-2023,8,2684.86,0.39,207.81
ORD013176,PROD013176,118,29-01-2020,3,11088.09,0.02,1440.25
ORD013177,PROD013177,114,21-09-2023,3,43733.25,0.3,6407.26
ORD013178,PROD013178,105,02-06-2022,8,11900.62,0.35,1223.66
ORD013179,PROD013179,133,19-07-2020,3,22519.97,0.15,2758.1
ORD013180,PROD013180,122,22-10-2021,1,4095.41,0.49,275.97
ORD013181,PROD013181,118,21-12-2019,2,26974.88,0.48,2862.06
ORD013182,PROD013182,113,11-01-2019,10,4757.72,0.36,461.28
ORD013183,PROD013183,113,21-02-2019,5,32901.51,0.16,7386.19
ORD013184,PROD013184,108,19-11-2023,2,33056.04,0,5263.44
ORD013185,PROD013185,136,15-04-2020,10,27673.24,0.43,2389.82
ORD013186,PROD013186,106,08-02-2021,2,19269.86,0.18,2749.6
ORD013187,PROD013187,111,30-07-2021,2,48478.52,0.07,12500.07
ORD013188,PROD013188,101,04-10-2022,1,3923.43,0.35,485.4
ORD013189,PROD013189,116,24-04-2019,7,45547.72,0.04,6848.57
ORD013190,PROD013190,133,04-07-2020,1,24508.96,0.35,2091.76
ORD013191,PROD013191,128,10-07-2021,2,38353.97,0.47,4273.84
ORD013192,PROD013192,106,03-05-2023,4,906.33,0.43,70.41
ORD013193,PROD013193,110,17-03-2022,1,10863.15,0.14,1013.89
ORD013194,PROD013194,130,01-09-2022,1,11975.48,0.03,2800.73
ORD013195,PROD013195,113,03-09-2020,1,49957.8,0.13,8205.16
ORD013196,PROD013196,106,23-06-2020,7,44820.25,0.46,6011.54
ORD013197,PROD013197,114,01-12-2022,4,15161.91,0.13,3289.6
ORD013198,PROD013198,134,30-06-2019,5,37496.77,0.47,3290.78
ORD013199,PROD013199,116,14-12-2019,2,49326.68,0.07,7739.09
ORD013200,PROD013200,135,03-05-2023,3,17055.19,0.14,2393.11
ORD013201,PROD013201,102,18-05-2020,6,11744.33,0.4,848.94
ORD013202,PROD013202,102,13-01-2019,2,34769.52,0.09,7915.32
ORD013203,PROD013203,120,27-11-2021,3,32296.39,0.23,5902.33
ORD013204,PROD013204,136,23-11-2020,1,35353.84,0.15,5857.56
ORD013205,PROD013205,101,15-04-2023,5,40693.17,0.09,8972.48
ORD013206,PROD013206,131,23-06-2021,7,22578.5,0.12,3812.17
ORD013207,PROD013207,101,11-04-2023,1,28351.97,0.05,7817.73
ORD013208,PROD013208,114,01-07-2019,2,19235.4,0.1,4266.48
ORD013209,PROD013209,119,07-12-2023,4,14947.01,0.43,1229.37
ORD013210,PROD013210,136,14-10-2023,8,5521.48,0.29,1125.46
ORD013211,PROD013211,134,19-08-2020,5,1174.12,0.35,151.53
ORD013212,PROD013212,102,24-05-2023,4,27315.3,0.31,5612.65
ORD013213,PROD013213,117,05-02-2023,7,40148.17,0.19,3899.76
ORD013214,PROD013214,121,09-01-2020,2,10179.69,0.17,2177.55
ORD013215,PROD013215,111,09-01-2023,6,44141.55,0.28,7360.2
ORD013216,PROD013216,101,13-01-2021,6,18408.41,0.4,2106.77
ORD013217,PROD013217,109,09-02-2022,6,21202.47,0.19,4762.18
ORD013218,PROD013218,113,20-05-2020,2,21055.7,0.11,3291.54
ORD013219,PROD013219,110,12-10-2022,10,43197.41,0.13,7740.96
ORD013220,PROD013220,126,13-11-2022,6,6085.63,0.23,1012.44
ORD013221,PROD013221,103,26-05-2021,5,30257.01,0.38,4386.51
ORD013222,PROD013222,106,09-08-2020,4,34435.57,0.38,4113.44
ORD013223,PROD013223,127,07-08-2022,5,43813.46,0.04,10544.22
ORD013224,PROD013224,110,13-08-2023,10,30475.12,0.12,6026.54
ORD013225,PROD013225,114,05-10-2020,10,11712.08,0.03,1574.93
ORD013226,PROD013226,114,07-06-2023,1,39889.6,0.31,6423.51
ORD013227,PROD013227,119,09-09-2021,10,13570.63,0.46,847.87
ORD013228,PROD013228,110,07-06-2020,9,5504.6,0.1,654.93
ORD013229,PROD013229,124,02-12-2022,8,7759.64,0.46,1199.15
ORD013230,PROD013230,132,14-08-2022,4,39185.22,0.14,4100.14
ORD013231,PROD013231,106,16-12-2021,8,15586.98,0.33,1908.1
ORD013232,PROD013232,118,16-01-2020,10,20175.5,0.49,2888.08
ORD013233,PROD013233,117,23-08-2019,7,34588.37,0.36,5182.68
ORD013234,PROD013234,113,27-07-2023,7,45855.98,0.2,6899.72
ORD013235,PROD013235,125,06-12-2022,7,3684.27,0.06,447.09
ORD013236,PROD013236,126,15-10-2022,4,43108.74,0.47,6368.57
ORD013237,PROD013237,102,07-08-2020,10,42006.93,0.34,7152.83
ORD013238,PROD013238,127,15-08-2022,4,36408,0.27,7877.21
ORD013239,PROD013239,131,14-02-2023,4,19948.38,0.23,3409.46
ORD013240,PROD013240,111,24-05-2021,1,16574.77,0.19,3395.34
ORD013241,PROD013241,104,08-09-2021,5,38934.61,0.49,2767.65
ORD013242,PROD013242,106,24-07-2019,8,24916.09,0.43,3523.22
ORD013243,PROD013243,104,07-12-2022,7,11153.67,0.39,851.62
ORD013244,PROD013244,127,29-05-2019,1,14488.24,0.08,1660.02
ORD013245,PROD013245,117,23-08-2022,9,11717.45,0.26,2316.96
ORD013246,PROD013246,126,30-01-2020,7,25899.8,0.45,2047.41
ORD013247,PROD013247,135,21-07-2023,10,7142.36,0.44,1095.83
ORD013248,PROD013248,122,17-11-2022,10,24650.47,0.05,2351.39
ORD013249,PROD013249,125,16-03-2021,8,48472.62,0.34,6574.18
ORD013250,PROD013250,120,22-04-2023,10,36171.66,0.22,7412.99
ORD013251,PROD013251,129,11-02-2023,6,5311.77,0.45,663.67
ORD013252,PROD013252,111,24-03-2023,5,6745.25,0.31,1289.66
ORD013253,PROD013253,116,01-06-2020,1,44889.29,0.47,4613.65
ORD013254,PROD013254,121,07-12-2019,1,46612.09,0.03,8114.55
ORD013255,PROD013255,112,05-06-2019,1,11465.19,0.06,3031.83
ORD013256,PROD013256,124,06-06-2020,1,36509.33,0.32,5882.46
ORD013257,PROD013257,110,15-10-2022,9,20399.85,0.11,3082.9
ORD013258,PROD013258,130,19-01-2021,1,9251.87,0.17,1381.25
ORD013259,PROD013259,116,29-07-2022,10,7318.66,0.35,1384.8
ORD013260,PROD013260,132,17-11-2021,6,20149.24,0.2,2119.98
ORD013261,PROD013261,120,26-11-2020,8,42353.01,0.41,3091.61
ORD013262,PROD013262,114,07-11-2022,7,44710.23,0.04,4995.08
ORD013263,PROD013263,124,12-12-2021,7,45127.13,0.32,6633.81
ORD013264,PROD013264,123,28-12-2022,9,20508.72,0.35,2630.94
ORD013265,PROD013265,105,12-09-2021,1,9555.61,0.21,1655.96
ORD013266,PROD013266,112,02-04-2020,9,39613.66,0.08,7488.24
ORD013267,PROD013267,118,02-12-2021,6,31823.59,0.01,3599.22
ORD013268,PROD013268,128,09-06-2020,2,48942.77,0.08,4867.21
ORD013269,PROD013269,131,09-11-2022,4,31148.1,0.43,5161.94
ORD013270,PROD013270,122,16-12-2019,2,21716.11,0.28,2958.57
ORD013271,PROD013271,126,27-06-2023,2,39257.29,0.12,4468.45
ORD013272,PROD013272,111,02-10-2020,1,24667.6,0.3,4450.1
ORD013273,PROD013273,116,21-02-2021,2,37207.13,0.41,5316.88
ORD013274,PROD013274,127,06-11-2019,6,46407.97,0.23,4485.11
ORD013275,PROD013275,111,21-08-2021,1,47015.63,0.43,3747.11
ORD013276,PROD013276,134,04-03-2023,10,49726.01,0.19,6174.79
ORD013277,PROD013277,120,26-03-2020,9,22892.36,0.42,2447.54
ORD013278,PROD013278,118,25-06-2023,5,28671.24,0.15,4505.63
ORD013279,PROD013279,124,22-04-2022,7,26718.84,0.04,4442.11
ORD013280,PROD013280,124,29-09-2019,1,34208.23,0.1,7199.26
ORD013281,PROD013281,113,11-06-2021,5,16753.18,0.13,3770.04
ORD013282,PROD013282,124,30-10-2023,8,1866.37,0.03,539.28
ORD013283,PROD013283,130,16-10-2020,2,8865.01,0.08,2232.53
ORD013284,PROD013284,123,28-07-2022,8,9119.04,0.15,1820.05
ORD013285,PROD013285,125,05-11-2023,4,15625.51,0.4,1148.94
ORD013286,PROD013286,130,06-07-2020,10,18711.44,0.1,2984.95
ORD013287,PROD013287,125,21-08-2023,3,5232.13,0.4,705.95
