Order Date,Month,Year,Quarter,Day_of_week
26-10-2020,10,2020,Q4,Monday
27-10-2020,10,2020,Q4,Tuesday
28-10-2020,10,2020,Q4,Wednesday
29-10-2020,10,2020,Q4,Thursday
30-10-2020,10,2020,Q4,Friday
31-10-2020,10,2020,Q4,Saturday
01-11-2020,11,2020,Q4,Sunday
02-11-2020,11,2020,Q4,Monday
03-11-2020,11,2020,Q4,Tuesday
04-11-2020,11,2020,Q4,Wednesday
05-11-2020,11,2020,Q4,Thursday
06-11-2020,11,2020,Q4,Friday
07-11-2020,11,2020,Q4,Saturday
08-11-2020,11,2020,Q4,Sunday
09-11-2020,11,2020,Q4,Monday
10-11-2020,11,2020,Q4,Tuesday
11-11-2020,11,2020,Q4,Wednesday
12-11-2020,11,2020,Q4,Thursday
13-11-2020,11,2020,Q4,Friday
14-11-2020,11,2020,Q4,Saturday
15-11-2020,11,2020,Q4,Sunday
16-11-2020,11,2020,Q4,Monday
17-11-2020,11,2020,Q4,Tuesday
18-11-2020,11,2020,Q4,Wednesday
19-11-2020,11,2020,Q4,Thursday
20-11-2020,11,2020,Q4,Friday
21-11-2020,11,2020,Q4,Saturday
22-11-2020,11,2020,Q4,Sunday
23-11-2020,11,2020,Q4,Monday
24-11-2020,11,2020,Q4,Tuesday
25-11-2020,11,2020,Q4,Wednesday
26-11-2020,11,2020,Q4,Thursday
27-11-2020,11,2020,Q4,Friday
28-11-2020,11,2020,Q4,Saturday
29-11-2020,11,2020,Q4,Sunday
30-11-2020,11,2020,Q4,Monday
01-12-2020,12,2020,Q4,Tuesday
02-12-2020,12,2020,Q4,Wednesday
03-12-2020,12,2020,Q4,Thursday
04-12-2020,12,2020,Q4,Friday
05-12-2020,12,2020,Q4,Saturday
06-12-2020,12,2020,Q4,Sunday
07-12-2020,12,2020,Q4,Monday
08-12-2020,12,2020,Q4,Tuesday
09-12-2020,12,2020,Q4,Wednesday
10-12-2020,12,2020,Q4,Thursday
11-12-2020,12,2020,Q4,Friday
12-12-2020,12,2020,Q4,Saturday
13-12-2020,12,2020,Q4,Sunday
14-12-2020,12,2020,Q4,Monday
15-12-2020,12,2020,Q4,Tuesday
16-12-2020,12,2020,Q4,Wednesday
17-12-2020,12,2020,Q4,Thursday
18-12-2020,12,2020,Q4,Friday
19-12-2020,12,2020,Q4,Saturday
20-12-2020,12,2020,Q4,Sunday
21-12-2020,12,2020,Q4,Monday
22-12-2020,12,2020,Q4,Tuesday
23-12-2020,12,2020,Q4,Wednesday
24-12-2020,12,2020,Q4,Thursday
25-12-2020,12,2020,Q4,Friday
26-12-2020,12,2020,Q4,Saturday
27-12-2020,12,2020,Q4,Sunday
28-12-2020,12,2020,Q4,Monday
29-12-2020,12,2020,Q4,Tuesday
30-12-2020,12,2020,Q4,Wednesday
31-12-2020,12,2020,Q4,Thursday
01-01-2021,1,2021,Q1,Friday
02-01-2021,1,2021,Q1,Saturday
03-01-2021,1,2021,Q1,Sunday
04-01-2021,1,2021,Q1,Monday
05-01-2021,1,2021,Q1,Tuesday
06-01-2021,1,2021,Q1,Wednesday
07-01-2021,1,2021,Q1,Thursday
08-01-2021,1,2021,Q1,Friday
09-01-2021,1,2021,Q1,Saturday
10-01-2021,1,2021,Q1,Sunday
11-01-2021,1,2021,Q1,Monday
12-01-2021,1,2021,Q1,Tuesday
13-01-2021,1,2021,Q1,Wednesday
14-01-2021,1,2021,Q1,Thursday
15-01-2021,1,2021,Q1,Friday
16-01-2021,1,2021,Q1,Saturday
17-01-2021,1,2021,Q1,Sunday
18-01-2021,1,2021,Q1,Monday
19-01-2021,1,2021,Q1,Tuesday
20-01-2021,1,2021,Q1,Wednesday
21-01-2021,1,2021,Q1,Thursday
22-01-2021,1,2021,Q1,Friday
23-01-2021,1,2021,Q1,Saturday
24-01-2021,1,2021,Q1,Sunday
25-01-2021,1,2021,Q1,Monday
26-01-2021,1,2021,Q1,Tuesday
27-01-2021,1,2021,Q1,Wednesday
28-01-2021,1,2021,Q1,Thursday
29-01-2021,1,2021,Q1,Friday
30-01-2021,1,2021,Q1,Saturday
31-01-2021,1,2021,Q1,Sunday
01-02-2021,2,2021,Q1,Monday
02-02-2021,2,2021,Q1,Tuesday
03-02-2021,2,2021,Q1,Wednesday
04-02-2021,2,2021,Q1,Thursday
05-02-2021,2,2021,Q1,Friday
06-02-2021,2,2021,Q1,Saturday
07-02-2021,2,2021,Q1,Sunday
08-02-2021,2,2021,Q1,Monday
09-02-2021,2,2021,Q1,Tuesday
10-02-2021,2,2021,Q1,Wednesday
11-02-2021,2,2021,Q1,Thursday
12-02-2021,2,2021,Q1,Friday
13-02-2021,2,2021,Q1,Saturday
14-02-2021,2,2021,Q1,Sunday
15-02-2021,2,2021,Q1,Monday
16-02-2021,2,2021,Q1,Tuesday
17-02-2021,2,2021,Q1,Wednesday
18-02-2021,2,2021,Q1,Thursday
19-02-2021,2,2021,Q1,Friday
20-02-2021,2,2021,Q1,Saturday
21-02-2021,2,2021,Q1,Sunday
22-02-2021,2,2021,Q1,Monday
23-02-2021,2,2021,Q1,Tuesday
24-02-2021,2,2021,Q1,Wednesday
25-02-2021,2,2021,Q1,Thursday
26-02-2021,2,2021,Q1,Friday
27-02-2021,2,2021,Q1,Saturday
28-02-2021,2,2021,Q1,Sunday
01-03-2021,3,2021,Q1,Monday
02-03-2021,3,2021,Q1,Tuesday
03-03-2021,3,2021,Q1,Wednesday
04-03-2021,3,2021,Q1,Thursday
05-03-2021,3,2021,Q1,Friday
06-03-2021,3,2021,Q1,Saturday
07-03-2021,3,2021,Q1,Sunday
08-03-2021,3,2021,Q1,Monday
09-03-2021,3,2021,Q1,Tuesday
10-03-2021,3,2021,Q1,Wednesday
11-03-2021,3,2021,Q1,Thursday
12-03-2021,3,2021,Q1,Friday
13-03-2021,3,2021,Q1,Saturday
14-03-2021,3,2021,Q1,Sunday
15-03-2021,3,2021,Q1,Monday
16-03-2021,3,2021,Q1,Tuesday
17-03-2021,3,2021,Q1,Wednesday
18-03-2021,3,2021,Q1,Thursday
19-03-2021,3,2021,Q1,Friday
20-03-2021,3,2021,Q1,Saturday
21-03-2021,3,2021,Q1,Sunday
22-03-2021,3,2021,Q1,Monday
23-03-2021,3,2021,Q1,Tuesday
24-03-2021,3,2021,Q1,Wednesday
25-03-2021,3,2021,Q1,Thursday
26-03-2021,3,2021,Q1,Friday
27-03-2021,3,2021,Q1,Saturday
28-03-2021,3,2021,Q1,Sunday
29-03-2021,3,2021,Q1,Monday
30-03-2021,3,2021,Q1,Tuesday
31-03-2021,3,2021,Q1,Wednesday
01-04-2021,4,2021,Q2,Thursday
02-04-2021,4,2021,Q2,Friday
03-04-2021,4,2021,Q2,Saturday
04-04-2021,4,2021,Q2,Sunday
05-04-2021,4,2021,Q2,Monday
06-04-2021,4,2021,Q2,Tuesday
07-04-2021,4,2021,Q2,Wednesday
08-04-2021,4,2021,Q2,Thursday
09-04-2021,4,2021,Q2,Friday
10-04-2021,4,2021,Q2,Saturday
11-04-2021,4,2021,Q2,Sunday
12-04-2021,4,2021,Q2,Monday
13-04-2021,4,2021,Q2,Tuesday
14-04-2021,4,2021,Q2,Wednesday
15-04-2021,4,2021,Q2,Thursday
16-04-2021,4,2021,Q2,Friday
17-04-2021,4,2021,Q2,Saturday
18-04-2021,4,2021,Q2,Sunday
19-04-2021,4,2021,Q2,Monday
20-04-2021,4,2021,Q2,Tuesday
21-04-2021,4,2021,Q2,Wednesday
22-04-2021,4,2021,Q2,Thursday
23-04-2021,4,2021,Q2,Friday
24-04-2021,4,2021,Q2,Saturday
25-04-2021,4,2021,Q2,Sunday
26-04-2021,4,2021,Q2,Monday
27-04-2021,4,2021,Q2,Tuesday
28-04-2021,4,2021,Q2,Wednesday
29-04-2021,4,2021,Q2,Thursday
30-04-2021,4,2021,Q2,Friday
01-05-2021,5,2021,Q2,Saturday
02-05-2021,5,2021,Q2,Sunday
03-05-2021,5,2021,Q2,Monday
04-05-2021,5,2021,Q2,Tuesday
05-05-2021,5,2021,Q2,Wednesday
06-05-2021,5,2021,Q2,Thursday
07-05-2021,5,2021,Q2,Friday
08-05-2021,5,2021,Q2,Saturday
09-05-2021,5,2021,Q2,Sunday
10-05-2021,5,2021,Q2,Monday
11-05-2021,5,2021,Q2,Tuesday
12-05-2021,5,2021,Q2,Wednesday
13-05-2021,5,2021,Q2,Thursday
14-05-2021,5,2021,Q2,Friday
15-05-2021,5,2021,Q2,Saturday
16-05-2021,5,2021,Q2,Sunday
17-05-2021,5,2021,Q2,Monday
18-05-2021,5,2021,Q2,Tuesday
19-05-2021,5,2021,Q2,Wednesday
20-05-2021,5,2021,Q2,Thursday
21-05-2021,5,2021,Q2,Friday
22-05-2021,5,2021,Q2,Saturday
23-05-2021,5,2021,Q2,Sunday
24-05-2021,5,2021,Q2,Monday
25-05-2021,5,2021,Q2,Tuesday
26-05-2021,5,2021,Q2,Wednesday
27-05-2021,5,2021,Q2,Thursday
28-05-2021,5,2021,Q2,Friday
29-05-2021,5,2021,Q2,Saturday
30-05-2021,5,2021,Q2,Sunday
31-05-2021,5,2021,Q2,Monday
01-06-2021,6,2021,Q2,Tuesday
02-06-2021,6,2021,Q2,Wednesday
03-06-2021,6,2021,Q2,Thursday
04-06-2021,6,2021,Q2,Friday
05-06-2021,6,2021,Q2,Saturday
06-06-2021,6,2021,Q2,Sunday
07-06-2021,6,2021,Q2,Monday
08-06-2021,6,2021,Q2,Tuesday
09-06-2021,6,2021,Q2,Wednesday
10-06-2021,6,2021,Q2,Thursday
11-06-2021,6,2021,Q2,Friday
12-06-2021,6,2021,Q2,Saturday
13-06-2021,6,2021,Q2,Sunday
14-06-2021,6,2021,Q2,Monday
15-06-2021,6,2021,Q2,Tuesday
16-06-2021,6,2021,Q2,Wednesday
17-06-2021,6,2021,Q2,Thursday
18-06-2021,6,2021,Q2,Friday
19-06-2021,6,2021,Q2,Saturday
20-06-2021,6,2021,Q2,Sunday
21-06-2021,6,2021,Q2,Monday
22-06-2021,6,2021,Q2,Tuesday
23-06-2021,6,2021,Q2,Wednesday
24-06-2021,6,2021,Q2,Thursday
25-06-2021,6,2021,Q2,Friday
26-06-2021,6,2021,Q2,Saturday
27-06-2021,6,2021,Q2,Sunday
28-06-2021,6,2021,Q2,Monday
29-06-2021,6,2021,Q2,Tuesday
30-06-2021,6,2021,Q2,Wednesday
01-07-2021,7,2021,Q3,Thursday
02-07-2021,7,2021,Q3,Friday
03-07-2021,7,2021,Q3,Saturday
04-07-2021,7,2021,Q3,Sunday
05-07-2021,7,2021,Q3,Monday
06-07-2021,7,2021,Q3,Tuesday
07-07-2021,7,2021,Q3,Wednesday
08-07-2021,7,2021,Q3,Thursday
09-07-2021,7,2021,Q3,Friday
10-07-2021,7,2021,Q3,Saturday
11-07-2021,7,2021,Q3,Sunday
12-07-2021,7,2021,Q3,Monday
13-07-2021,7,2021,Q3,Tuesday
14-07-2021,7,2021,Q3,Wednesday
15-07-2021,7,2021,Q3,Thursday
16-07-2021,7,2021,Q3,Friday
17-07-2021,7,2021,Q3,Saturday
18-07-2021,7,2021,Q3,Sunday
19-07-2021,7,2021,Q3,Monday
20-07-2021,7,2021,Q3,Tuesday
21-07-2021,7,2021,Q3,Wednesday
22-07-2021,7,2021,Q3,Thursday
23-07-2021,7,2021,Q3,Friday
24-07-2021,7,2021,Q3,Saturday
25-07-2021,7,2021,Q3,Sunday
26-07-2021,7,2021,Q3,Monday
27-07-2021,7,2021,Q3,Tuesday
28-07-2021,7,2021,Q3,Wednesday
29-07-2021,7,2021,Q3,Thursday
30-07-2021,7,2021,Q3,Friday
31-07-2021,7,2021,Q3,Saturday
01-08-2021,8,2021,Q3,Sunday
02-08-2021,8,2021,Q3,Monday
03-08-2021,8,2021,Q3,Tuesday
04-08-2021,8,2021,Q3,Wednesday
05-08-2021,8,2021,Q3,Thursday
06-08-2021,8,2021,Q3,Friday
07-08-2021,8,2021,Q3,Saturday
08-08-2021,8,2021,Q3,Sunday
09-08-2021,8,2021,Q3,Monday
10-08-2021,8,2021,Q3,Tuesday
11-08-2021,8,2021,Q3,Wednesday
12-08-2021,8,2021,Q3,Thursday
13-08-2021,8,2021,Q3,Friday
14-08-2021,8,2021,Q3,Saturday
15-08-2021,8,2021,Q3,Sunday
16-08-2021,8,2021,Q3,Monday
17-08-2021,8,2021,Q3,Tuesday
18-08-2021,8,2021,Q3,Wednesday
19-08-2021,8,2021,Q3,Thursday
20-08-2021,8,2021,Q3,Friday
21-08-2021,8,2021,Q3,Saturday
22-08-2021,8,2021,Q3,Sunday
23-08-2021,8,2021,Q3,Monday
24-08-2021,8,2021,Q3,Tuesday
25-08-2021,8,2021,Q3,Wednesday
26-08-2021,8,2021,Q3,Thursday
27-08-2021,8,2021,Q3,Friday
28-08-2021,8,2021,Q3,Saturday
29-08-2021,8,2021,Q3,Sunday
30-08-2021,8,2021,Q3,Monday
31-08-2021,8,2021,Q3,Tuesday
01-09-2021,9,2021,Q3,Wednesday
02-09-2021,9,2021,Q3,Thursday
03-09-2021,9,2021,Q3,Friday
04-09-2021,9,2021,Q3,Saturday
05-09-2021,9,2021,Q3,Sunday
06-09-2021,9,2021,Q3,Monday
07-09-2021,9,2021,Q3,Tuesday
08-09-2021,9,2021,Q3,Wednesday
09-09-2021,9,2021,Q3,Thursday
10-09-2021,9,2021,Q3,Friday
11-09-2021,9,2021,Q3,Saturday
12-09-2021,9,2021,Q3,Sunday
13-09-2021,9,2021,Q3,Monday
14-09-2021,9,2021,Q3,Tuesday
15-09-2021,9,2021,Q3,Wednesday
16-09-2021,9,2021,Q3,Thursday
17-09-2021,9,2021,Q3,Friday
18-09-2021,9,2021,Q3,Saturday
19-09-2021,9,2021,Q3,Sunday
20-09-2021,9,2021,Q3,Monday
21-09-2021,9,2021,Q3,Tuesday
22-09-2021,9,2021,Q3,Wednesday
23-09-2021,9,2021,Q3,Thursday
24-09-2021,9,2021,Q3,Friday
25-09-2021,9,2021,Q3,Saturday
26-09-2021,9,2021,Q3,Sunday
27-09-2021,9,2021,Q3,Monday
28-09-2021,9,2021,Q3,Tuesday
29-09-2021,9,2021,Q3,Wednesday
30-09-2021,9,2021,Q3,Thursday
01-10-2021,10,2021,Q4,Friday
02-10-2021,10,2021,Q4,Saturday
03-10-2021,10,2021,Q4,Sunday
04-10-2021,10,2021,Q4,Monday
05-10-2021,10,2021,Q4,Tuesday
06-10-2021,10,2021,Q4,Wednesday
07-10-2021,10,2021,Q4,Thursday
08-10-2021,10,2021,Q4,Friday
09-10-2021,10,2021,Q4,Saturday
10-10-2021,10,2021,Q4,Sunday
11-10-2021,10,2021,Q4,Monday
12-10-2021,10,2021,Q4,Tuesday
13-10-2021,10,2021,Q4,Wednesday
14-10-2021,10,2021,Q4,Thursday
15-10-2021,10,2021,Q4,Friday
16-10-2021,10,2021,Q4,Saturday
17-10-2021,10,2021,Q4,Sunday
18-10-2021,10,2021,Q4,Monday
19-10-2021,10,2021,Q4,Tuesday
20-10-2021,10,2021,Q4,Wednesday
21-10-2021,10,2021,Q4,Thursday
22-10-2021,10,2021,Q4,Friday
23-10-2021,10,2021,Q4,Saturday
24-10-2021,10,2021,Q4,Sunday
25-10-2021,10,2021,Q4,Monday
26-10-2021,10,2021,Q4,Tuesday
27-10-2021,10,2021,Q4,Wednesday
28-10-2021,10,2021,Q4,Thursday
29-10-2021,10,2021,Q4,Friday
30-10-2021,10,2021,Q4,Saturday
31-10-2021,10,2021,Q4,Sunday
01-11-2021,11,2021,Q4,Monday
02-11-2021,11,2021,Q4,Tuesday
03-11-2021,11,2021,Q4,Wednesday
04-11-2021,11,2021,Q4,Thursday
05-11-2021,11,2021,Q4,Friday
06-11-2021,11,2021,Q4,Saturday
07-11-2021,11,2021,Q4,Sunday
08-11-2021,11,2021,Q4,Monday
09-11-2021,11,2021,Q4,Tuesday
10-11-2021,11,2021,Q4,Wednesday
11-11-2021,11,2021,Q4,Thursday
12-11-2021,11,2021,Q4,Friday
13-11-2021,11,2021,Q4,Saturday
14-11-2021,11,2021,Q4,Sunday
15-11-2021,11,2021,Q4,Monday
16-11-2021,11,2021,Q4,Tuesday
17-11-2021,11,2021,Q4,Wednesday
18-11-2021,11,2021,Q4,Thursday
19-11-2021,11,2021,Q4,Friday
20-11-2021,11,2021,Q4,Saturday
21-11-2021,11,2021,Q4,Sunday
22-11-2021,11,2021,Q4,Monday
23-11-2021,11,2021,Q4,Tuesday
24-11-2021,11,2021,Q4,Wednesday
25-11-2021,11,2021,Q4,Thursday
26-11-2021,11,2021,Q4,Friday
27-11-2021,11,2021,Q4,Saturday
28-11-2021,11,2021,Q4,Sunday
29-11-2021,11,2021,Q4,Monday
30-11-2021,11,2021,Q4,Tuesday
01-12-2021,12,2021,Q4,Wednesday
02-12-2021,12,2021,Q4,Thursday
03-12-2021,12,2021,Q4,Friday
04-12-2021,12,2021,Q4,Saturday
05-12-2021,12,2021,Q4,Sunday
06-12-2021,12,2021,Q4,Monday
07-12-2021,12,2021,Q4,Tuesday
08-12-2021,12,2021,Q4,Wednesday
09-12-2021,12,2021,Q4,Thursday
10-12-2021,12,2021,Q4,Friday
11-12-2021,12,2021,Q4,Saturday
12-12-2021,12,2021,Q4,Sunday
13-12-2021,12,2021,Q4,Monday
14-12-2021,12,2021,Q4,Tuesday
15-12-2021,12,2021,Q4,Wednesday
16-12-2021,12,2021,Q4,Thursday
17-12-2021,12,2021,Q4,Friday
18-12-2021,12,2021,Q4,Saturday
19-12-2021,12,2021,Q4,Sunday
20-12-2021,12,2021,Q4,Monday
21-12-2021,12,2021,Q4,Tuesday
22-12-2021,12,2021,Q4,Wednesday
23-12-2021,12,2021,Q4,Thursday
24-12-2021,12,2021,Q4,Friday
25-12-2021,12,2021,Q4,Saturday
26-12-2021,12,2021,Q4,Sunday
27-12-2021,12,2021,Q4,Monday
28-12-2021,12,2021,Q4,Tuesday
29-12-2021,12,2021,Q4,Wednesday
30-12-2021,12,2021,Q4,Thursday
31-12-2021,12,2021,Q4,Friday
01-01-2022,1,2022,Q1,Saturday
02-01-2022,1,2022,Q1,Sunday
03-01-2022,1,2022,Q1,Monday
04-01-2022,1,2022,Q1,Tuesday
05-01-2022,1,2022,Q1,Wednesday
06-01-2022,1,2022,Q1,Thursday
07-01-2022,1,2022,Q1,Friday
08-01-2022,1,2022,Q1,Saturday
09-01-2022,1,2022,Q1,Sunday
10-01-2022,1,2022,Q1,Monday
11-01-2022,1,2022,Q1,Tuesday
12-01-2022,1,2022,Q1,Wednesday
13-01-2022,1,2022,Q1,Thursday
14-01-2022,1,2022,Q1,Friday
15-01-2022,1,2022,Q1,Saturday
16-01-2022,1,2022,Q1,Sunday
17-01-2022,1,2022,Q1,Monday
18-01-2022,1,2022,Q1,Tuesday
19-01-2022,1,2022,Q1,Wednesday
20-01-2022,1,2022,Q1,Thursday
21-01-2022,1,2022,Q1,Friday
22-01-2022,1,2022,Q1,Saturday
23-01-2022,1,2022,Q1,Sunday
24-01-2022,1,2022,Q1,Monday
25-01-2022,1,2022,Q1,Tuesday
26-01-2022,1,2022,Q1,Wednesday
27-01-2022,1,2022,Q1,Thursday
28-01-2022,1,2022,Q1,Friday
29-01-2022,1,2022,Q1,Saturday
30-01-2022,1,2022,Q1,Sunday
31-01-2022,1,2022,Q1,Monday
01-02-2022,2,2022,Q1,Tuesday
02-02-2022,2,2022,Q1,Wednesday
03-02-2022,2,2022,Q1,Thursday
04-02-2022,2,2022,Q1,Friday
05-02-2022,2,2022,Q1,Saturday
06-02-2022,2,2022,Q1,Sunday
07-02-2022,2,2022,Q1,Monday
08-02-2022,2,2022,Q1,Tuesday
09-02-2022,2,2022,Q1,Wednesday
10-02-2022,2,2022,Q1,Thursday
11-02-2022,2,2022,Q1,Friday
12-02-2022,2,2022,Q1,Saturday
13-02-2022,2,2022,Q1,Sunday
14-02-2022,2,2022,Q1,Monday
15-02-2022,2,2022,Q1,Tuesday
16-02-2022,2,2022,Q1,Wednesday
17-02-2022,2,2022,Q1,Thursday
18-02-2022,2,2022,Q1,Friday
19-02-2022,2,2022,Q1,Saturday
20-02-2022,2,2022,Q1,Sunday
21-02-2022,2,2022,Q1,Monday
22-02-2022,2,2022,Q1,Tuesday
23-02-2022,2,2022,Q1,Wednesday
24-02-2022,2,2022,Q1,Thursday
25-02-2022,2,2022,Q1,Friday
26-02-2022,2,2022,Q1,Saturday
27-02-2022,2,2022,Q1,Sunday
28-02-2022,2,2022,Q1,Monday
01-03-2022,3,2022,Q1,Tuesday
02-03-2022,3,2022,Q1,Wednesday
03-03-2022,3,2022,Q1,Thursday
04-03-2022,3,2022,Q1,Friday
05-03-2022,3,2022,Q1,Saturday
06-03-2022,3,2022,Q1,Sunday
07-03-2022,3,2022,Q1,Monday
08-03-2022,3,2022,Q1,Tuesday
09-03-2022,3,2022,Q1,Wednesday
10-03-2022,3,2022,Q1,Thursday
11-03-2022,3,2022,Q1,Friday
12-03-2022,3,2022,Q1,Saturday
13-03-2022,3,2022,Q1,Sunday
14-03-2022,3,2022,Q1,Monday
15-03-2022,3,2022,Q1,Tuesday
16-03-2022,3,2022,Q1,Wednesday
17-03-2022,3,2022,Q1,Thursday
18-03-2022,3,2022,Q1,Friday
19-03-2022,3,2022,Q1,Saturday
20-03-2022,3,2022,Q1,Sunday
21-03-2022,3,2022,Q1,Monday
22-03-2022,3,2022,Q1,Tuesday
23-03-2022,3,2022,Q1,Wednesday
24-03-2022,3,2022,Q1,Thursday
25-03-2022,3,2022,Q1,Friday
26-03-2022,3,2022,Q1,Saturday
27-03-2022,3,2022,Q1,Sunday
28-03-2022,3,2022,Q1,Monday
29-03-2022,3,2022,Q1,Tuesday
30-03-2022,3,2022,Q1,Wednesday
31-03-2022,3,2022,Q1,Thursday
01-04-2022,4,2022,Q2,Friday
02-04-2022,4,2022,Q2,Saturday
03-04-2022,4,2022,Q2,Sunday
04-04-2022,4,2022,Q2,Monday
05-04-2022,4,2022,Q2,Tuesday
06-04-2022,4,2022,Q2,Wednesday
07-04-2022,4,2022,Q2,Thursday
08-04-2022,4,2022,Q2,Friday
09-04-2022,4,2022,Q2,Saturday
10-04-2022,4,2022,Q2,Sunday
11-04-2022,4,2022,Q2,Monday
12-04-2022,4,2022,Q2,Tuesday
13-04-2022,4,2022,Q2,Wednesday
14-04-2022,4,2022,Q2,Thursday
15-04-2022,4,2022,Q2,Friday
16-04-2022,4,2022,Q2,Saturday
17-04-2022,4,2022,Q2,Sunday
18-04-2022,4,2022,Q2,Monday
19-04-2022,4,2022,Q2,Tuesday
20-04-2022,4,2022,Q2,Wednesday
21-04-2022,4,2022,Q2,Thursday
22-04-2022,4,2022,Q2,Friday
23-04-2022,4,2022,Q2,Saturday
24-04-2022,4,2022,Q2,Sunday
25-04-2022,4,2022,Q2,Monday
26-04-2022,4,2022,Q2,Tuesday
27-04-2022,4,2022,Q2,Wednesday
28-04-2022,4,2022,Q2,Thursday
29-04-2022,4,2022,Q2,Friday
30-04-2022,4,2022,Q2,Saturday
01-05-2022,5,2022,Q2,Sunday
02-05-2022,5,2022,Q2,Monday
03-05-2022,5,2022,Q2,Tuesday
04-05-2022,5,2022,Q2,Wednesday
05-05-2022,5,2022,Q2,Thursday
06-05-2022,5,2022,Q2,Friday
07-05-2022,5,2022,Q2,Saturday
08-05-2022,5,2022,Q2,Sunday
09-05-2022,5,2022,Q2,Monday
10-05-2022,5,2022,Q2,Tuesday
11-05-2022,5,2022,Q2,Wednesday
12-05-2022,5,2022,Q2,Thursday
13-05-2022,5,2022,Q2,Friday
14-05-2022,5,2022,Q2,Saturday
15-05-2022,5,2022,Q2,Sunday
16-05-2022,5,2022,Q2,Monday
17-05-2022,5,2022,Q2,Tuesday
18-05-2022,5,2022,Q2,Wednesday
19-05-2022,5,2022,Q2,Thursday
20-05-2022,5,2022,Q2,Friday
21-05-2022,5,2022,Q2,Saturday
22-05-2022,5,2022,Q2,Sunday
23-05-2022,5,2022,Q2,Monday
24-05-2022,5,2022,Q2,Tuesday
25-05-2022,5,2022,Q2,Wednesday
26-05-2022,5,2022,Q2,Thursday
27-05-2022,5,2022,Q2,Friday
28-05-2022,5,2022,Q2,Saturday
29-05-2022,5,2022,Q2,Sunday
30-05-2022,5,2022,Q2,Monday
31-05-2022,5,2022,Q2,Tuesday
01-06-2022,6,2022,Q2,Wednesday
02-06-2022,6,2022,Q2,Thursday
03-06-2022,6,2022,Q2,Friday
04-06-2022,6,2022,Q2,Saturday
05-06-2022,6,2022,Q2,Sunday
06-06-2022,6,2022,Q2,Monday
07-06-2022,6,2022,Q2,Tuesday
08-06-2022,6,2022,Q2,Wednesday
09-06-2022,6,2022,Q2,Thursday
10-06-2022,6,2022,Q2,Friday
11-06-2022,6,2022,Q2,Saturday
12-06-2022,6,2022,Q2,Sunday
13-06-2022,6,2022,Q2,Monday
14-06-2022,6,2022,Q2,Tuesday
15-06-2022,6,2022,Q2,Wednesday
16-06-2022,6,2022,Q2,Thursday
17-06-2022,6,2022,Q2,Friday
18-06-2022,6,2022,Q2,Saturday
19-06-2022,6,2022,Q2,Sunday
20-06-2022,6,2022,Q2,Monday
21-06-2022,6,2022,Q2,Tuesday
22-06-2022,6,2022,Q2,Wednesday
23-06-2022,6,2022,Q2,Thursday
24-06-2022,6,2022,Q2,Friday
25-06-2022,6,2022,Q2,Saturday
26-06-2022,6,2022,Q2,Sunday
27-06-2022,6,2022,Q2,Monday
28-06-2022,6,2022,Q2,Tuesday
29-06-2022,6,2022,Q2,Wednesday
30-06-2022,6,2022,Q2,Thursday
01-07-2022,7,2022,Q3,Friday
02-07-2022,7,2022,Q3,Saturday
03-07-2022,7,2022,Q3,Sunday
04-07-2022,7,2022,Q3,Monday
05-07-2022,7,2022,Q3,Tuesday
06-07-2022,7,2022,Q3,Wednesday
07-07-2022,7,2022,Q3,Thursday
08-07-2022,7,2022,Q3,Friday
09-07-2022,7,2022,Q3,Saturday
10-07-2022,7,2022,Q3,Sunday
11-07-2022,7,2022,Q3,Monday
12-07-2022,7,2022,Q3,Tuesday
13-07-2022,7,2022,Q3,Wednesday
14-07-2022,7,2022,Q3,Thursday
15-07-2022,7,2022,Q3,Friday
16-07-2022,7,2022,Q3,Saturday
17-07-2022,7,2022,Q3,Sunday
18-07-2022,7,2022,Q3,Monday
19-07-2022,7,2022,Q3,Tuesday
20-07-2022,7,2022,Q3,Wednesday
21-07-2022,7,2022,Q3,Thursday
22-07-2022,7,2022,Q3,Friday
23-07-2022,7,2022,Q3,Saturday
24-07-2022,7,2022,Q3,Sunday
25-07-2022,7,2022,Q3,Monday
26-07-2022,7,2022,Q3,Tuesday
27-07-2022,7,2022,Q3,Wednesday
28-07-2022,7,2022,Q3,Thursday
29-07-2022,7,2022,Q3,Friday
30-07-2022,7,2022,Q3,Saturday
31-07-2022,7,2022,Q3,Sunday
01-08-2022,8,2022,Q3,Monday
02-08-2022,8,2022,Q3,Tuesday
03-08-2022,8,2022,Q3,Wednesday
04-08-2022,8,2022,Q3,Thursday
05-08-2022,8,2022,Q3,Friday
06-08-2022,8,2022,Q3,Saturday
07-08-2022,8,2022,Q3,Sunday
08-08-2022,8,2022,Q3,Monday
09-08-2022,8,2022,Q3,Tuesday
10-08-2022,8,2022,Q3,Wednesday
11-08-2022,8,2022,Q3,Thursday
12-08-2022,8,2022,Q3,Friday
13-08-2022,8,2022,Q3,Saturday
14-08-2022,8,2022,Q3,Sunday
15-08-2022,8,2022,Q3,Monday
16-08-2022,8,2022,Q3,Tuesday
17-08-2022,8,2022,Q3,Wednesday
18-08-2022,8,2022,Q3,Thursday
19-08-2022,8,2022,Q3,Friday
20-08-2022,8,2022,Q3,Saturday
21-08-2022,8,2022,Q3,Sunday
